candidate,votes,election_day,absentee
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,"1,482","1,411",71
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,624,589,35
Guy Reschenthaler (REP).  .  .  .  .  .  .,853,817,36
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,3,3,0
Total .  .  .  .  .  .  .  .  .  .,"1,480","1,409",71
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 59TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Clare Dooley (DEM)  .  .  .  .  .  .  .  .,509,479,30
Mike Reese (REP) .  .  .  .  .  .  .  .  .,972,931,41
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,"1,481","1,410",71
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2000 HUNKER BOROUGH,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,211,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,148,146,2
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,20,20,0
Republican (REP) .  .  .  .  .  .  .  .  .,49,48,1
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,70,69,1
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,58,57,1
Lou Barletta (REP)  .  .  .  .  .  .  .  .,86,85,1
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,147,145,2
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,61,60,1
Scott R Wagner (REP).  .  .  .  .  .  .  .,82,81,1
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,148,146,2
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,52,52,0
Guy Reschenthaler (REP).  .  .  .  .  .  .,94,92,2
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,146,144,2
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,33,33,0
Eric Nelson (REP).  .  .  .  .  .  .  .  .,115,113,2
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,148,146,2
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2100 HYDE PARK BOROUGH,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,289,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,154,154,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,44,44,0
Republican (REP) .  .  .  .  .  .  .  .  .,40,40,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,85,85,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,83,83,0
Lou Barletta (REP)  .  .  .  .  .  .  .  .,67,67,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,151,151,0
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,83,83,0
Scott R Wagner (REP).  .  .  .  .  .  .  .,69,69,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,154,154,0
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,76,76,0
Guy Reschenthaler (REP).  .  .  .  .  .  .,74,74,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,150,150,0
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 55TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Joseph A Petrarca (DEM).  .  .  .  .  .  .,113,113,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,113,113,0
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2210 IRWIN BOROUGH - 1st WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,329,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,155,152,3
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,39,39,0
Republican (REP) .  .  .  .  .  .  .  .  .,48,48,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,87,87,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,67,65,2
Lou Barletta (REP)  .  .  .  .  .  .  .  .,84,83,1
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,155,152,3
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,76,74,2
Scott R Wagner (REP).  .  .  .  .  .  .  .,78,77,1
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,155,152,3
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,66,64,2
Guy Reschenthaler (REP).  .  .  .  .  .  .,88,87,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,154,151,3
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 56TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Doug Hunt (DEM)  .  .  .  .  .  .  .  .  .,68,66,2
George Dunbar (REP) .  .  .  .  .  .  .  .,87,86,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,155,152,3
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2220 IRWIN BOROUGH - 2nd WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,349,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,170,167,3
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,48,48,0
Republican (REP) .  .  .  .  .  .  .  .  .,47,47,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,95,95,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,84,81,3
Lou Barletta (REP)  .  .  .  .  .  .  .  .,81,81,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,5,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,170,167,3
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,89,86,3
Scott R Wagner (REP).  .  .  .  .  .  .  .,75,75,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,169,166,3
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,84,81,3
Guy Reschenthaler (REP).  .  .  .  .  .  .,84,84,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,168,165,3
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 56TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Doug Hunt (DEM)  .  .  .  .  .  .  .  .  .,89,86,3
George Dunbar (REP) .  .  .  .  .  .  .  .,80,80,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,169,166,3
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2230 IRWIN BOROUGH - 3rd WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,382,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,239,221,17
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,47,36,10
Republican (REP) .  .  .  .  .  .  .  .  .,87,87,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,135,124,10
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,107,90,16
Lou Barletta (REP)  .  .  .  .  .  .  .  .,126,125,1
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,235,217,17
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,115,99,16
Scott R Wagner (REP).  .  .  .  .  .  .  .,120,119,1
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,238,221,17
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,100,85,14
Guy Reschenthaler (REP).  .  .  .  .  .  .,135,132,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,235,217,17
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 56TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Doug Hunt (DEM)  .  .  .  .  .  .  .  .  .,92,79,13
George Dunbar (REP) .  .  .  .  .  .  .  .,143,140,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,235,219,16
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2240 IRWIN BOROUGH - 4th WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,321,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,153,151,2
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,44,44,0
Republican (REP) .  .  .  .  .  .  .  .  .,36,36,0
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,82,82,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,80,78,2
Lou Barletta (REP)  .  .  .  .  .  .  .  .,68,68,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,151,149,2
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,77,75,2
Scott R Wagner (REP).  .  .  .  .  .  .  .,72,72,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,3,3,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,153,151,2
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,74,72,2
Guy Reschenthaler (REP).  .  .  .  .  .  .,78,78,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,152,150,2
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 56TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Doug Hunt (DEM)  .  .  .  .  .  .  .  .  .,67,66,1
George Dunbar (REP) .  .  .  .  .  .  .  .,84,83,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,151,149,2
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2250 IRWIN BOROUGH - 5th WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,333,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,149,148,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,32,31,1
Republican (REP) .  .  .  .  .  .  .  .  .,40,40,0
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,74,73,1
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,75,74,1
Lou Barletta (REP)  .  .  .  .  .  .  .  .,67,67,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,3,3,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,146,145,1
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,82,81,1
Scott R Wagner (REP).  .  .  .  .  .  .  .,65,65,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,149,148,1
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,75,74,1
Guy Reschenthaler (REP).  .  .  .  .  .  .,73,73,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,148,147,1
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 56TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Doug Hunt (DEM)  .  .  .  .  .  .  .  .  .,74,73,1
George Dunbar (REP) .  .  .  .  .  .  .  .,73,73,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,147,146,1
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2260 IRWIN BOROUGH - 6th WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,493,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,291,285,6
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,74,73,1
Republican (REP) .  .  .  .  .  .  .  .  .,80,79,1
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,4,4,0
Total .  .  .  .  .  .  .  .  .  .,158,156,2
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,146,142,4
Lou Barletta (REP)  .  .  .  .  .  .  .  .,136,134,2
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,6,6,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,288,282,6
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,150,146,4
Scott R Wagner (REP).  .  .  .  .  .  .  .,131,129,2
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,7,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,290,284,6
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,139,135,4
Guy Reschenthaler (REP).  .  .  .  .  .  .,147,145,2
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,286,280,6
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 56TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Doug Hunt (DEM)  .  .  .  .  .  .  .  .  .,121,117,4
George Dunbar (REP) .  .  .  .  .  .  .  .,164,162,2
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,285,279,6
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2270 IRWIN BOROUGH - 7th WARD,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,513,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,355,349,6
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,74,72,2
Republican (REP) .  .  .  .  .  .  .  .  .,111,108,3
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,186,181,5
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,159,157,2
Lou Barletta (REP)  .  .  .  .  .  .  .  .,183,179,4
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,6,6,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,349,343,6
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,181,179,2
Scott R Wagner (REP).  .  .  .  .  .  .  .,168,164,4
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,355,349,6
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,154,152,2
Guy Reschenthaler (REP).  .  .  .  .  .  .,199,195,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,353,347,6
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 56TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Doug Hunt (DEM)  .  .  .  .  .  .  .  .  .,155,153,2
George Dunbar (REP) .  .  .  .  .  .  .  .,199,195,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,354,348,6
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2310 JEANNETTE - 1,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,334,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,113,112,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,68,68,0
Republican (REP) .  .  .  .  .  .  .  .  .,18,17,1
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,87,86,1
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,77,77,0
Lou Barletta (REP)  .  .  .  .  .  .  .  .,31,30,1
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,111,110,1
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,75,75,0
Scott R Wagner (REP).  .  .  .  .  .  .  .,34,33,1
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,111,110,1
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,79,79,0
Guy Reschenthaler (REP).  .  .  .  .  .  .,32,31,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,111,110,1
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 58TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Mary Popovich (DEM) .  .  .  .  .  .  .  .,80,80,0
Justin Walsh (REP)  .  .  .  .  .  .  .  .,31,30,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,111,110,1
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
2321 JEANNETTE - 2-1,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,355,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,159,158,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,48,47,0
Republican (REP) .  .  .  .  .  .  .  .  .,41,41,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,90,89,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,85,84,0
Lou Barletta (REP)  .  .  .  .  .  .  .  .,73,73,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,0,0,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,0,0,0
