candidate,votes,election_day,absentee,provisional
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,378,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,227,218,9,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,22,21,1,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,117,115,2,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",63,57,6,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,160,157,3,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",2,2,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,62,56,6,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,160,157,3,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,1,1,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,2,2,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,49,46,3,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,176,170,6,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
JOHN KLUCK (DEM) .  .  .  .  .  .  .  .  .,46,44,2,0
R. LEE JAMES (REP)  .  .  .  .  .  .  .  .,178,171,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0050-01,,,,
,,,,
0050 PENN TOWNSHIP EAST,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,844",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,278","1,213",65,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,158,145,13,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,509,483,26,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,2,2,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",390,368,22,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,856,815,41,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,7,7,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",15,15,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,416,394,22,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,838,797,41,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,9,9,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,11,11,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,350,329,21,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,907,865,42,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,14,14,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
"DANIEL B SMITH, JR (DEM)  .  .  .  .  .  .",377,351,26,0
DARYL METCALFE (REP).  .  .  .  .  .  .  .,886,850,36,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,4,4,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0051-01,,,,
,,,,
0051 PENN TOWNSHIP WEST,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,750",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,262","1,189",72,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,173,166,7,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,511,467,43,1
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",404,387,17,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,831,776,54,1
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,8,8,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",13,12,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,421,403,18,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,815,760,54,1
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,6,6,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,13,13,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,348,334,14,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,892,834,57,1
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,18,17,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
"DANIEL B SMITH, JR (DEM)  .  .  .  .  .  .",397,382,15,0
DARYL METCALFE (REP).  .  .  .  .  .  .  .,852,797,54,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0052-01,,,,
,,,,
0052 SLIPPERY ROCK TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"4,245",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,724","1,679",44,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,346,333,13,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,538,524,14,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,7,7,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,6,6,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",809,790,19,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,850,825,24,1
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,31,30,1,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",24,24,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,870,850,20,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,803,779,23,1
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,25,25,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,21,21,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,780,761,19,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,902,876,25,1
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,33,33,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,4,4,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 10TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
AARON BERNSTINE (DEM/REP) .  .  .  .  .  .,"1,323","1,285",37,1
DARCELLE L SLAPPY (GRN).  .  .  .  .  .  .,371,365,6,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0053-01,,,,
,,,,
0053 SUMMIT TOWNSHIP NORTH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,086",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,631,619,12,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,95,93,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,235,232,3,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,1,1,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,5,5,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",213,210,3,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,392,383,9,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,7,7,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",13,13,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,224,220,4,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,385,377,8,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,4,4,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,18,18,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,190,187,3,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,438,429,9,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,462,454,8,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,108,104,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0054-01,,,,
,,,,
0054 SUMMIT TOWNSHIP SOUTH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,617",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,003",984,19,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,119,117,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,375,365,10,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,7,7,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",336,332,4,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,640,625,15,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,6,6,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",16,16,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,350,344,6,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,630,618,12,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,5,4,1,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,12,12,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,289,285,4,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,700,685,15,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,746,730,16,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,195,194,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0055-01,,,,
,,,,
0055 VENANGO TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,483,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,285,280,5,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,38,38,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,150,147,3,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",76,76,0,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,207,202,5,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",2,2,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,84,83,1,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,197,193,4,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,3,3,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,64,64,0,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,220,215,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
JOHN KLUCK (DEM) .  .  .  .  .  .  .  .  .,64,64,0,0
R. LEE JAMES (REP)  .  .  .  .  .  .  .  .,221,216,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0056-01,,,,
,,,,
0056 WASHINGTON TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,749,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,446,430,16,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,55,53,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,209,201,8,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",120,113,7,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,315,306,9,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,4,4,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",5,5,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,124,118,6,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,319,310,9,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,2,2,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,0,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,101,95,6,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,343,333,10,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
JOHN KLUCK (DEM) .  .  .  .  .  .  .  .  .,100,95,5,0
R. LEE JAMES (REP)  .  .  .  .  .  .  .  .,343,333,10,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0057-01,,,,
,,,,
0057 WINFIELD TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"2,323",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,514","1,466",48,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,189,183,6,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,621,595,26,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,2,2,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",445,435,10,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,"1,043","1,006",37,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,6,6,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",16,15,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,463,451,12,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,"1,025",990,35,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,7,6,1,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,12,12,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,386,375,11,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,"1,117","1,080",37,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 60TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
JEFF PYLE (REP)  .  .  .  .  .  .  .  .  .,"1,271","1,230",41,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,19,19,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0058-01,,,,
,,,,
0058 WORTH TOWNSHIP,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,070",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,677,654,23,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,84,78,6,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,287,276,11,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",201,191,10,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,446,433,13,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,6,6,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",21,21,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,210,199,11,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,448,436,12,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,2,2,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,14,14,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,183,174,9,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,482,468,14,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,11,11,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LE,GISLATI,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
LISA BOEVING-LEARNED (DEM).  .  .  .  .  .,175,165,10,0
TEDD NESBIT (REP).  .  .  .  .  .  .  .  .,497,484,13,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
